team,season,conference,power5_flag,wins,losses,win_pct,conf_wins,conf_losses,bowl_eligible,sp_overall,sp_offense,sp_defense,talent_composite,srs_rating,points_for,points_against,point_differential,ppg,ppg_allowed,games_played,transfers_out,avg_stars_out,avg_rating_out,transfers_in,avg_stars_in,avg_rating_in,net_transfers,recruiting_rank,recruiting_points,off_pass_success_rate,off_pass_explosiveness,off_pass_ppa,off_rush_success_rate,off_rush_explosiveness,off_rush_ppa,def_pass_success_rate,def_pass_explosiveness,def_pass_ppa,def_rush_success_rate,def_rush_explosiveness,def_rush_ppa
Florida State,2015,ACC,True,10,3,0.7692307692307693,6,2,True,23.2,38.0,15.0,889.92,15.8269423979596,412.0,227.0,185.0,31.692307692307693,17.46153846153846,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,287.06,0.4441913439635535,1.628193026283523,0.3698801310699005,0.4379746835443038,1.0331937139803242,0.1174614837960642,0.3525641025641026,1.5121909313943145,0.1147646106212032,0.3947939262472885,0.935415045723656,0.064020037066575
Florida,2015,SEC,True,10,4,0.7142857142857143,7,2,True,13.8,26.7,15.8,789.79,9.68847657366009,325.0,256.0,69.0,23.214285714285715,18.285714285714285,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,227.46,0.3868778280542986,1.6058489680054675,0.181726635570291,0.3948497854077253,0.937507835216036,0.0650837257689647,0.3391684901531728,1.4988891329979834,0.0817053791881874,0.3773987206823028,0.8787939215131642,0.0268576991313948
South Florida,2015,American Athletic,False,8,5,0.6153846153846154,6,2,True,3.6,30.1,26.8,529.65,8.37329298974868,437.0,298.0,139.0,33.61538461538461,22.923076923076923,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,163.15,0.3904761904761905,1.8830768729657157,0.2945893787115407,0.4494773519163763,1.0531675463963597,0.1977078675666472,0.3752620545073375,1.5955506994627036,0.1420792335547921,0.3776824034334764,1.010352710515336,0.0494479056582979
Georgia Tech,2015,ACC,True,3,9,0.25,1,7,False,9.0,33.1,25.4,590.34,4.58016949956922,351.0,309.0,42.0,29.25,25.75,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,185.45,0.3578431372549019,2.027806814879072,0.2110325097751608,0.4867256637168141,1.0183679704942288,0.1848311660143327,0.4265129682997118,1.5380041440197303,0.2367974994437951,0.4498777506112469,0.8981879841777749,0.0971583471014168
Georgia,2015,SEC,True,10,3,0.7692307692307693,5,3,True,16.8,28.6,10.7,877.74,10.2984499074567,342.0,220.0,122.0,26.307692307692307,16.923076923076923,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,282.54,0.4483775811209439,1.465861583790029,0.2831074983726714,0.4261603375527426,0.969950083140218,0.1031378487234156,0.3397790055248619,1.6164358887058774,0.0479715862961954,0.3297644539614561,0.984495815516721,-0.0163595227891241
Hawai'i,2015,Mountain West,False,3,10,0.2307692307692307,0,8,False,-16.3,16.6,35.1,385.63,-21.6983654384448,229.0,463.0,-234.0,17.615384615384617,35.61538461538461,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,98.16,0.324390243902439,1.589495956226713,0.0143225157844873,0.3994490358126721,0.9410655970774218,0.0723516428485606,0.4658753709198813,1.642708419444458,0.3834088245154597,0.4546925566343042,0.8942097224823691,0.110809112753661
Iowa State,2015,Big 12,True,3,9,0.25,2,7,False,-0.3,31.2,33.7,529.12,-2.23876673286614,300.0,392.0,-92.0,25.0,32.666666666666664,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.5,0.3713646532438479,1.5785017636732095,0.1345323443373332,0.4717391304347826,0.8570145328749176,0.1057862460200855,0.45707656612529,1.536051998778154,0.3375147848962396,0.4755555555555555,0.8478694205187355,0.114801989853902
Boise State,2015,Mountain West,False,9,4,0.6923076923076923,5,3,True,11.8,32.2,20.2,568.96,8.12012179067921,508.0,263.0,245.0,39.07692307692308,20.23076923076923,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,171.68,0.4499089253187613,1.4900275343103453,0.2513465674087272,0.4488636363636363,1.0414189859471894,0.1224317663491659,0.3424657534246575,1.721689010041508,0.1040657088287931,0.3041362530413625,1.118363275129957,-0.0303932533105372
Idaho,2015,Sun Belt,False,4,8,0.3333333333333333,3,5,False,-12.2,30.7,44.4,262.39,-18.682904715597,364.0,505.0,-141.0,30.333333333333332,42.083333333333336,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,98.54,,,,,,,,,,,,
Northwestern,2015,Big Ten,True,10,3,0.7692307692307693,6,2,True,0.2,16.8,15.0,595.75,2.98759575957758,254.0,242.0,12.0,19.53846153846154,18.615384615384617,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,174.83,0.3297872340425531,1.598939215280076,0.0210179732178496,0.3588850174216028,1.015247480312007,0.0434437323112802,0.325,1.3869085011469795,-0.0547186919723568,0.3972286374133949,0.988924222322904,0.036071828755021
Indiana,2015,Big Ten,True,6,7,0.4615384615384615,2,6,True,0.4,37.5,35.9,559.08,2.16595173793002,475.0,489.0,-14.0,36.53846153846154,37.61538461538461,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,175.35,0.4716157205240174,1.6073010094432838,0.3984659282213537,0.4212328767123288,0.9791931497041608,0.0891120015997375,0.4270833333333333,1.584842300042194,0.2731601121148537,0.4413043478260869,1.1214898136289349,0.165941574651809
Notre Dame,2015,FBS Independents,False,10,3,0.7692307692307693,0,0,True,22.4,44.1,21.2,857.33,17.4994173052319,445.0,313.0,132.0,34.23076923076923,24.076923076923077,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,267.79,0.4628712871287129,1.674353131637749,0.3899972450640256,0.4750542299349241,1.0391333460099643,0.1904255603651992,0.3775510204081632,1.707470951684034,0.1880320957562725,0.4312896405919662,1.0075500128206645,0.1472322554788662
Kentucky,2015,SEC,True,5,7,0.4166666666666667,2,6,False,-0.3,26.8,27.2,634.52,-3.10167880174183,296.0,329.0,-33.0,24.666666666666668,27.416666666666668,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,193.19,0.3481308411214953,1.559752882520176,0.0947958035437815,0.4210526315789473,1.242652281413258,0.2160407686417441,0.4230769230769231,1.4779187508897784,0.1678301087188279,0.4297029702970297,0.9199906161938196,0.0927234074611213
Louisville,2015,ACC,True,8,5,0.6153846153846154,5,3,True,13.2,33.4,20.0,641.05,8.3355461906136,373.0,313.0,60.0,28.692307692307693,24.076923076923077,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,201.4,0.3995535714285714,1.6276446697586628,0.1602799595085318,0.4380530973451327,1.1129943552952966,0.1622810342672249,0.3777777777777777,1.6559167998641935,0.2026484774824694,0.3766816143497757,0.8771988757511029,-0.0143230932414226
Western Kentucky,2015,Conference USA,False,12,2,0.8571428571428571,9,0,True,10.8,40.1,29.8,353.5,9.73256022006644,620.0,363.0,257.0,44.285714285714285,25.928571428571427,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,115.65,0.5157116451016636,1.6145630446719172,0.516964592147179,0.4832535885167464,0.8278544429408248,0.0926380797941509,0.3951965065502183,1.781921555434259,0.2515732706135511,0.4117647058823529,1.0429154265349263,0.086998558734933
LSU,2015,SEC,True,9,3,0.75,5,3,True,19.7,41.3,21.8,889.37,16.2060875847201,394.0,291.0,103.0,32.833333333333336,24.25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,284.37,0.3814432989690721,1.910704086143083,0.3308352771299721,0.4918367346938775,1.083412008086715,0.2776582443464736,0.3942093541202672,1.515429988129778,0.1268439374092101,0.4169014084507042,0.9856433485189104,0.1131643560855864
Boston College,2015,ACC,True,3,9,0.25,0,8,False,4.7,18.0,12.5,534.6,-0.060634279092536,206.0,183.0,23.0,17.166666666666668,15.25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,169.45,0.2947761194029851,1.6635895124366389,0.034532052399278,0.3581780538302277,1.0345894188611804,-0.0128973820904446,0.3147632311977716,1.7176924447771664,0.0362171088669525,0.2641025641025641,0.8201717190700902,-0.1966380171060306
Massachusetts,2015,Mid-American,False,3,9,0.25,2,6,False,-9.5,22.1,29.3,323.73,-14.6908239913571,266.0,377.0,-111.0,22.166666666666668,31.416666666666668,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,118.12,0.3603082851637765,1.4690269586485554,0.081672302618072,0.4289617486338797,0.9952236951275172,0.1427788716777307,0.4801864801864802,1.4784545942186982,0.3372247478505872,0.4227799227799227,0.9032391784873924,0.0621486487834418
Maryland,2015,Big Ten,True,3,9,0.25,1,7,False,-1.6,26.1,26.5,603.76,-3.95461345942925,296.0,413.0,-117.0,24.666666666666668,34.416666666666664,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,182.31,0.3146341463414634,1.5843985262423308,-0.0531970912462912,0.4047619047619047,1.1823599736668646,0.178497059322545,0.4265060240963855,1.659637956251976,0.2762392256980863,0.4276985743380855,0.9115364312745968,0.0674734247427285
Michigan State,2015,Big Ten,True,12,2,0.8571428571428571,8,1,True,15.6,35.7,20.6,715.3,13.994082868839,417.0,304.0,113.0,29.785714285714285,21.714285714285715,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,221.77,0.4183006535947712,1.800394580053794,0.3252281623885564,0.4258555133079847,0.8630164193972721,0.0192541595253382,0.3837953091684435,1.7053407579135926,0.1959649965779893,0.4248210023866348,0.8119358242944427,0.0152746729412505
Michigan,2015,Big Ten,True,10,3,0.7692307692307693,6,2,True,19.7,35.2,16.2,851.12,17.4946482715583,408.0,213.0,195.0,31.384615384615383,16.384615384615383,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,194.82,0.4549653579676674,1.5519912594064698,0.314188061674681,0.435244161358811,0.8961347104454173,0.0982284309407784,0.3067632850241545,1.5244358701940728,-0.0408904564095718,0.3374384236453202,1.1883411897182423,0.0649902534681258
Minnesota,2015,Big Ten,True,6,7,0.4615384615384615,2,6,True,8.1,28.1,22.4,516.1,0.201781999579936,292.0,327.0,-35.0,22.46153846153846,25.153846153846153,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,167.01,0.4085778781038374,1.5334241184596336,0.2226096918683983,0.3732394366197183,0.8307712803141467,-0.0042883030442044,0.3864734299516908,1.4664941021654725,0.1438187455168161,0.4422310756972111,0.8516663800824695,0.0852516903610325
Missouri,2015,SEC,True,5,7,0.4166666666666667,1,7,False,3.4,16.7,12.4,642.93,0.50136680395747,163.0,194.0,-31.0,13.583333333333334,16.166666666666668,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,217.98,0.3057644110275689,1.4440985503463364,-0.0150629348818071,0.3342391304347826,0.9687118002461936,-0.0301740281553448,0.3763157894736842,1.43182194990705,0.0943327282271155,0.3733624454148471,0.8837013192636194,-0.0384370452182966
Ole Miss,2015,SEC,True,10,3,0.7692307692307693,6,2,True,27.0,43.1,17.4,764.34,18.0723568264483,531.0,294.0,237.0,40.84615384615385,22.615384615384617,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,245.71,0.496031746031746,1.538901027270681,0.415241417476092,0.4876404494382022,1.00742281427388,0.1973993423124688,0.3826714801444043,1.5855582157985098,0.1578688628123156,0.3688699360341151,0.7724825275115262,-0.0663057840361742
Duke,2015,ACC,True,8,5,0.6153846153846154,4,4,True,3.4,27.0,21.5,563.19,3.0062694715718,410.0,330.0,80.0,31.53846153846154,25.384615384615383,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,175.77,0.395793499043977,1.6009608674563336,0.1902846732895801,0.4448818897637795,0.8099002333000611,0.0447102222610078,0.3879518072289156,1.8353392940617312,0.2955243704383925,0.3985102420856611,0.8744642604761487,0.0239598224179722
East Carolina,2015,American Athletic,False,5,7,0.4166666666666667,3,5,False,-0.5,28.6,27.9,403.62,1.75827982129524,329.0,312.0,17.0,27.416666666666668,26.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,126.85,0.4503042596348884,1.384095676841947,0.2473233138701362,0.4114583333333333,1.0556020436051512,0.0660424094382007,0.3944723618090452,1.5497370666722865,0.1817311694070958,0.4392712550607287,0.8671070062022213,0.1333540816819455
NC State,2015,ACC,True,7,6,0.5384615384615384,3,5,True,9.6,36.2,24.7,610.33,6.70008908332852,432.0,336.0,96.0,33.23076923076923,25.846153846153847,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,208.69,0.3995485327313769,1.5443872962491652,0.1652615727620644,0.4532803180914513,1.12620987194179,0.2221007337988561,0.3965936739659367,1.5380725972873457,0.1954966641859667,0.3725961538461538,1.124186403572743,0.0541355456814423
North Carolina,2015,ACC,True,11,3,0.7857142857142857,8,1,True,20.0,43.3,25.3,683.03,19.2278058735143,570.0,343.0,227.0,40.714285714285715,24.5,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,214.05,0.4704491725768321,1.7393786816439227,0.4249079805899065,0.5069033530571992,1.0883741545194745,0.2865865819332595,0.4074889867841409,1.4557671457812849,0.1205968250783018,0.5,0.9144544087450496,0.21772560754928
Wake Forest,2015,ACC,True,3,9,0.25,1,7,False,-4.5,19.8,25.2,497.48,-3.54494589867856,209.0,295.0,-86.0,17.416666666666668,24.583333333333332,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,176.85,0.3642384105960264,1.4922317499450055,0.0189428798424855,0.3359580052493438,1.0303146828802718,0.0381516427618374,0.4276923076923077,1.609572247281765,0.3378856459387391,0.3679458239277652,0.9530667228425224,0.0202878920507618
Nebraska,2015,Big Ten,True,6,7,0.4615384615384615,3,5,True,11.1,35.4,25.0,699.89,6.59782900989133,427.0,362.0,65.0,32.84615384615385,27.846153846153847,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,211.72,0.4270386266094421,1.6705602767584682,0.2519713669132743,0.4432989690721649,0.9658337528015386,0.1414622316745754,0.4110898661567878,1.626948564460014,0.2772059019986491,0.3436619718309859,1.1040741712267634,-0.038269059978821
Rutgers,2015,Big Ten,True,4,8,0.3333333333333333,1,7,False,-10.1,29.3,37.1,602.35,-7.84672391717348,325.0,419.0,-94.0,27.083333333333332,34.916666666666664,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,172.19,0.3932584269662921,1.604503988130084,0.2543840688627308,0.4577777777777778,0.8846844960145283,0.1046797429250724,0.5026455026455027,1.6253107844866872,0.4331174713010035,0.4018691588785046,1.1792891526250555,0.0796540662561868
New Mexico State,2015,Sun Belt,False,3,9,0.25,3,5,False,-18.6,24.5,42.2,251.16,-22.341279017984,343.0,540.0,-197.0,28.583333333333332,45.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,87.78,0.3181818181818182,1.8258371941074036,0.0607255174929038,0.4132029339853301,1.2091427696619703,0.2298944779442043,0.4891566265060241,1.5181058082692536,0.3644362630597275,0.4466403162055335,1.2158326947917597,0.2512685553823374
New Mexico,2015,Mountain West,False,7,6,0.5384615384615384,5,3,True,-8.7,24.9,34.8,341.72,-10.5363511658677,389.0,369.0,20.0,29.923076923076923,28.384615384615383,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,110.03,0.3360995850622407,1.8877957987151683,0.1920587054488383,0.4064,1.1990382503344097,0.159489116970754,0.4243176178660049,1.7753653605134934,0.3507358511380914,0.4103053435114503,1.0162568653112451,0.0662695764537371
Syracuse,2015,ACC,True,4,8,0.3333333333333333,2,6,False,-3.9,30.0,33.2,508.8,-0.944117833491994,327.0,372.0,-45.0,27.25,31.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,172.06,0.3591331269349845,1.568604581721284,0.1377760486764415,0.3962264150943396,1.048274117473031,0.0546802727019621,0.4552238805970149,1.4990913229776794,0.2960128092029381,0.4738041002277904,0.9180185087514984,0.1146155768136316
Bowling Green,2015,Mid-American,False,10,4,0.7142857142857143,8,1,True,7.5,39.4,32.1,433.59,8.51182234229012,591.0,405.0,186.0,42.214285714285715,28.928571428571427,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,119.83,0.4966996699669967,1.5716871163672437,0.4108507865469997,0.4818548387096774,1.1026307708898293,0.2680146211039855,0.3956262425447316,1.5894393680027843,0.157409874621581,0.434622467771639,1.0049539843725293,0.1219440710313929
Miami (OH),2015,Mid-American,False,3,9,0.25,2,6,False,-13.5,16.8,29.5,397.13,-19.2937745100585,215.0,384.0,-169.0,17.916666666666668,32.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,150.48,0.3391959798994975,1.7361188551799966,0.1068394509562718,0.3391089108910891,0.9133044598534912,-0.0371910382492438,0.4343434343434343,1.4612779433474956,0.2114388426607696,0.3827956989247312,1.0485787790288787,0.060390812153904
Ohio State,2015,Big Ten,True,12,1,0.9230769230769232,7,1,True,29.5,41.3,13.5,907.32,21.8989149206591,464.0,196.0,268.0,35.69230769230769,15.076923076923077,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,279.6,0.4594594594594595,1.4282178916487005,0.2179070092612269,0.5072202166064982,1.030134928248828,0.244795525601872,0.309576837416481,1.6698892736703763,0.0473831459229418,0.376940133037694,0.8981118313140039,0.0130971276248744
Ohio,2015,Mid-American,False,8,5,0.6153846153846154,5,3,True,-0.5,24.5,26.6,330.61,-4.86507735329353,358.0,329.0,29.0,27.53846153846154,25.307692307692307,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,128.68,0.3870967741935484,1.6785389922049236,0.1633321671572822,0.4216634429400386,0.8836534831437682,0.1050561233548746,0.4073226544622426,1.4074076885927285,0.1473673548069166,0.3675417661097852,1.233795489306722,0.0930903064656961
Oklahoma State,2015,Big 12,True,10,3,0.7692307692307693,7,2,True,9.9,37.7,28.8,651.83,10.0235294910944,514.0,396.0,118.0,39.53846153846154,30.46153846153846,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,191.28,0.4652014652014652,1.7967638110812518,0.4314689062197898,0.4186046511627907,0.8690696869574353,0.0372769000065413,0.3846153846153846,1.6726536888232646,0.1782578981812759,0.4444444444444444,0.9541676546917396,0.1565735383775235
Oklahoma,2015,Big 12,True,11,2,0.8461538461538461,8,1,True,22.7,41.7,19.3,775.9,23.1466056128489,566.0,286.0,280.0,43.53846153846154,22.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,249.69,0.5,1.5664332143600272,0.415230012109289,0.4514925373134328,0.9853659201227124,0.1566716721264287,0.3726315789473684,1.4499003145345395,0.0678913471057157,0.3961165048543689,0.9270437728809656,0.0944430455572307
Tulsa,2015,American Athletic,False,6,7,0.4615384615384615,3,5,True,-8.5,32.4,41.2,404.03,-5.32190731813605,483.0,518.0,-35.0,37.15384615384615,39.84615384615385,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,116.08,0.413662239089184,1.75989147055919,0.3443984880409118,0.4402173913043478,0.9227810619505372,0.1567541684149998,0.4586776859504132,1.681232029086051,0.3471003458115445,0.4746945898778359,0.979627668748231,0.1495156422445608
Oregon State,2015,Pac-12,True,2,10,0.1666666666666666,0,9,False,-10.1,25.9,35.3,544.66,-10.7554184469324,228.0,444.0,-216.0,19.0,37.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,167.89,0.3305555555555555,1.568994910918677,0.0436097939817882,0.4285714285714285,0.9265513149409484,0.0885862056490476,0.4740932642487047,1.4608595255455863,0.3391474092375066,0.5401174168297456,0.838251336591437,0.2109059927230764
Penn State,2015,Big Ten,True,7,6,0.5384615384615384,4,4,True,11.3,28.4,19.0,732.36,4.32280826110446,301.0,284.0,17.0,23.153846153846153,21.846153846153847,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,250.0,0.3514739229024943,1.6591065343346163,0.1582355137250174,0.3753213367609254,1.0942458171983178,0.0276079546421242,0.3618581907090464,1.4375700656152235,0.0872151300647162,0.3855932203389831,1.0525046694832765,0.0665955557245126
Temple,2015,American Athletic,False,10,4,0.7142857142857143,7,2,True,6.0,26.4,20.6,405.92,7.37355045865079,417.0,281.0,136.0,29.785714285714285,20.071428571428573,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,143.34,0.3902439024390244,1.737893533550778,0.2566949513196004,0.371031746031746,0.9935181907377784,-0.0195383541744801,0.3488843813387424,1.5154320503795589,0.0699702676020713,0.3333333333333333,1.0524036822400569,0.0320197972101672
